Customer ID,Age,Gender,City,City Tier,Acquisition Channel,Product Category,Product Price (INR),Discount Applied (%),Final Order Value (INR),Delivery Time (days),Return Status,Return Reason,Customer Satisfaction Score,Repeat Purchase,Number of Previous Orders
CUST0116,52,Female,Mumbai,Tier 1,Email Campaign,Dining Set,36297,34,23956.02,20,Yes,Changed Mind,2,Yes,1
CUST0117,29,Female,Surat,Tier 2,Instagram Ad,Decor,5675,13,4937.25,7,Yes,Wrong Product,4,Yes,8
CUST0118,43,Female,Lucknow,Tier 2,Email Campaign,Bed,30585,23,23550.45,17,No,,2,No,5
CUST0119,51,Female,Pune,Tier 1,Referral,Decor,9987,4,9587.52,15,No,,3,Yes,2
CUST0120,30,Male,Jaipur,Tier 2,Email Campaign,Decor,2312,5,2196.4,21,No,,3,No,7
CUST0121,48,Male,Mumbai,Tier 1,Google Search,Decor,5286,26,3911.64,8,No,,4,Yes,9
CUST0122,46,Female,Delhi,Tier 1,Google Search,Dining Set,29700,29,21087.0,9,No,,4,Yes,1
CUST0123,47,Male,Surat,Tier 2,Google Search,Decor,2136,40,1281.6,19,Yes,Quality Issue,2,Yes,7
CUST0124,49,Female,Mumbai,Tier 1,Google Search,Sofa,21435,14,18434.1,7,No,,4,Yes,5
CUST0125,31,Female,Pune,Tier 1,Email Campaign,Dining Set,32859,21,25958.61,19,No,,1,No,9
CUST0126,32,Female,Pune,Tier 1,Referral,Storage Unit,29730,11,26459.7,9,No,,4,Yes,10
CUST0127,46,Male,Bengaluru,Tier 1,Referral,Sofa,50678,25,38008.5,4,No,,4,Yes,6
CUST0128,45,Male,Pune,Tier 1,Email Campaign,Sofa,66766,13,58086.42,13,No,,2,Yes,10
CUST0129,41,Female,Lucknow,Tier 2,Google Search,Decor,5179,5,4920.05,21,Yes,Damaged,2,No,1
CUST0130,25,Male,Lucknow,Tier 2,Referral,Storage Unit,26639,26,19712.86,10,No,,4,Yes,8
CUST0131,20,Female,Indore,Tier 2,Instagram Ad,Sofa,50707,6,47664.58,5,No,,4,Yes,7
CUST0132,39,Female,Indore,Tier 2,Email Campaign,Bed,43541,19,35268.21,6,No,,5,Yes,8
CUST0133,49,Male,Jaipur,Tier 2,Email Campaign,Sofa,36967,10,33270.3,15,No,,3,No,1
CUST0134,29,Male,Mumbai,Tier 1,Influencer,Bed,35581,40,21348.6,10,Yes,Damaged,3,No,10
CUST0135,43,Female,Pune,Tier 1,Google Search,Bed,23905,39,14582.05,20,Yes,Damaged,2,Yes,0
CUST0136,28,Male,Indore,Tier 2,Referral,Sofa,30361,14,26110.46,4,No,,4,Yes,9
CUST0137,33,Female,Bengaluru,Tier 1,Google Search,Bed,41015,40,24609.0,20,No,,3,No,10
CUST0138,35,Female,Indore,Tier 2,Influencer,Sofa,53662,2,52588.76,11,No,,4,Yes,9
CUST0139,35,Female,Lucknow,Tier 2,Google Search,Storage Unit,9560,18,7839.2,16,Yes,Changed Mind,2,No,6
CUST0140,46,Female,Bengaluru,Tier 1,Instagram Ad,Decor,9503,40,5701.8,5,No,,4,Yes,9
CUST0141,49,Male,Lucknow,Tier 2,Influencer,Storage Unit,15005,20,12004.0,7,No,,4,Yes,3
CUST0142,29,Male,Delhi,Tier 1,Email Campaign,Decor,6631,35,4310.15,4,No,,4,Yes,1
CUST0143,31,Female,Delhi,Tier 1,Google Search,Decor,3958,32,2691.44,5,No,,4,Yes,6
CUST0144,23,Male,Lucknow,Tier 2,Referral,Decor,5648,13,4913.76,9,No,,5,Yes,8
CUST0145,40,Male,Mumbai,Tier 1,Referral,Bed,17113,34,11294.58,7,No,,4,Yes,7
CUST0146,18,Male,Delhi,Tier 1,Influencer,Dining Set,51397,13,44715.39,18,No,,2,No,9
CUST0147,45,Male,Surat,Tier 2,Influencer,Dining Set,41499,0,41499.0,13,No,,4,Yes,4
CUST0148,37,Female,Bengaluru,Tier 1,Email Campaign,Decor,2939,13,2556.93,4,No,,5,Yes,8
CUST0149,41,Male,Mumbai,Tier 1,Referral,Dining Set,38677,36,24753.28,7,No,,4,Yes,9
CUST0150,40,Female,Indore,Tier 2,Influencer,Sofa,65272,28,46995.84,9,No,,4,Yes,7
CUST0151,51,Male,Lucknow,Tier 2,Google Search,Decor,2969,7,2761.17,20,No,,2,Yes,5
CUST0152,21,Male,Bengaluru,Tier 1,Instagram Ad,Sofa,48625,16,40845.0,10,Yes,Damaged,3,Yes,7
CUST0153,28,Female,Bengaluru,Tier 1,Google Search,Decor,9125,27,6661.25,4,Yes,Quality Issue,5,Yes,8
CUST0154,28,Male,Jaipur,Tier 2,Instagram Ad,Storage Unit,12114,5,11508.3,4,No,,5,Yes,1
CUST0155,52,Female,Jaipur,Tier 2,Google Search,Bed,42723,6,40159.62,17,No,,2,No,8
CUST0156,43,Female,Bengaluru,Tier 1,Google Search,Dining Set,29207,13,25410.09,12,No,,4,No,1
CUST0157,23,Female,Indore,Tier 2,Google Search,Storage Unit,9177,24,6974.52,14,No,,3,Yes,3
CUST0158,42,Female,Pune,Tier 1,Referral,Dining Set,57338,20,45870.4,13,Yes,Quality Issue,3,Yes,6
CUST0159,45,Male,Bengaluru,Tier 1,Google Search,Storage Unit,21076,12,18546.88,21,No,,2,No,4
CUST0160,24,Male,Pune,Tier 1,Influencer,Sofa,32289,12,28414.32,6,Yes,Quality Issue,4,Yes,9
CUST0161,38,Female,Delhi,Tier 1,Influencer,Decor,4654,35,3025.1,6,Yes,Wrong Product,5,Yes,10
CUST0162,25,Female,Mumbai,Tier 1,Instagram Ad,Sofa,57384,14,49350.24,12,No,,2,No,7
CUST0163,53,Female,Delhi,Tier 1,Instagram Ad,Dining Set,52084,3,50521.48,20,No,,3,Yes,6
CUST0164,39,Female,Lucknow,Tier 2,Email Campaign,Sofa,46160,34,30465.6,14,No,,3,No,1
CUST0165,52,Male,Lucknow,Tier 2,Email Campaign,Dining Set,51755,6,48649.7,13,No,,3,No,8
CUST0166,36,Female,Delhi,Tier 1,Google Search,Dining Set,50117,38,31072.54,11,No,,3,No,0
CUST0167,19,Female,Indore,Tier 2,Email Campaign,Sofa,51007,38,31624.34,15,No,,2,Yes,8
CUST0168,20,Female,Pune,Tier 1,Google Search,Dining Set,22255,20,17804.0,10,No,,3,No,5
CUST0169,53,Male,Lucknow,Tier 2,Email Campaign,Storage Unit,27201,37,17136.63,19,No,,2,No,3
CUST0170,29,Male,Jaipur,Tier 2,Influencer,Bed,43982,15,37384.7,12,No,,4,Yes,8
CUST0171,25,Male,Surat,Tier 2,Instagram Ad,Storage Unit,18754,15,15940.9,15,No,,3,No,4
CUST0172,19,Male,Jaipur,Tier 2,Email Campaign,Storage Unit,17715,33,11869.05,16,No,,3,No,3
CUST0173,23,Male,Delhi,Tier 1,Referral,Dining Set,36880,10,33192.0,5,No,,4,Yes,3
CUST0174,31,Female,Lucknow,Tier 2,Referral,Storage Unit,12107,37,7627.41,20,No,,1,Yes,2
CUST0175,35,Female,Surat,Tier 2,Google Search,Storage Unit,15693,8,14437.56,17,No,,2,No,1
CUST0176,20,Male,Mumbai,Tier 1,Instagram Ad,Sofa,28984,32,19709.12,6,No,,4,Yes,0
CUST0177,49,Female,Indore,Tier 2,Influencer,Bed,20772,33,13917.24,10,Yes,Changed Mind,4,Yes,3
CUST0178,22,Male,Jaipur,Tier 2,Google Search,Storage Unit,27420,5,26049.0,13,No,,2,Yes,1
CUST0179,24,Female,Delhi,Tier 1,Influencer,Bed,41526,14,35712.36,11,No,,3,No,4
CUST0180,53,Female,Mumbai,Tier 1,Google Search,Storage Unit,22083,38,13691.46,10,Yes,Damaged,4,No,0
CUST0181,19,Female,Lucknow,Tier 2,Referral,Decor,8870,34,5854.2,9,No,,3,Yes,6
CUST0182,38,Female,Jaipur,Tier 2,Google Search,Decor,7793,22,6078.54,9,No,,5,Yes,4
CUST0183,43,Female,Jaipur,Tier 2,Influencer,Decor,3385,36,2166.4,15,No,,3,No,0
CUST0184,46,Female,Delhi,Tier 1,Google Search,Storage Unit,12719,17,10556.77,10,No,,4,Yes,2
CUST0185,38,Female,Jaipur,Tier 2,Referral,Sofa,63404,40,38042.4,19,Yes,Wrong Product,3,No,1
CUST0186,36,Male,Lucknow,Tier 2,Influencer,Sofa,69927,21,55242.33,10,Yes,Changed Mind,4,Yes,0
CUST0187,37,Male,Mumbai,Tier 1,Google Search,Decor,5940,7,5524.2,13,Yes,Damaged,4,Yes,2
CUST0188,22,Male,Lucknow,Tier 2,Google Search,Storage Unit,17866,14,15364.76,21,No,,2,Yes,6
CUST0189,21,Female,Indore,Tier 2,Instagram Ad,Storage Unit,25630,7,23835.9,10,No,,3,No,1
CUST0190,30,Male,Mumbai,Tier 1,Influencer,Bed,35669,9,32458.79,6,No,,5,Yes,10
CUST0191,47,Female,Delhi,Tier 1,Email Campaign,Dining Set,34905,14,30018.3,19,No,,2,Yes,9
CUST0192,29,Male,Pune,Tier 1,Google Search,Dining Set,51453,20,41162.4,5,No,,4,Yes,9
CUST0193,28,Female,Jaipur,Tier 2,Referral,Decor,8165,20,6532.0,10,No,,4,Yes,6
CUST0194,44,Female,Mumbai,Tier 1,Referral,Storage Unit,24140,17,20036.2,4,No,,5,Yes,4
CUST0195,42,Female,Lucknow,Tier 2,Email Campaign,Storage Unit,18517,36,11850.88,3,Yes,Wrong Product,4,Yes,2
CUST0196,21,Female,Lucknow,Tier 2,Referral,Sofa,56495,7,52540.35,3,No,,5,Yes,4
CUST0197,30,Male,Surat,Tier 2,Influencer,Sofa,64522,24,49036.72,12,Yes,Damaged,4,Yes,10
CUST0198,28,Female,Pune,Tier 1,Referral,Sofa,39033,11,34739.37,19,No,,3,Yes,8
CUST0199,43,Male,Lucknow,Tier 2,Email Campaign,Dining Set,35081,3,34028.57,17,No,,4,Yes,7
CUST0200,20,Female,Indore,Tier 2,Email Campaign,Decor,6891,19,5581.71,19,No,,2,Yes,6
CUST0201,36,Female,Surat,Tier 2,Email Campaign,Sofa,49750,3,48257.5,4,No,,5,Yes,2
CUST0202,53,Female,Pune,Tier 1,Instagram Ad,Sofa,57861,30,40502.7,6,No,,5,Yes,2
CUST0203,23,Male,Lucknow,Tier 2,Influencer,Bed,48937,27,35724.01,17,Yes,Quality Issue,2,No,3
CUST0204,47,Female,Bengaluru,Tier 1,Email Campaign,Bed,18471,4,17732.16,12,No,,4,No,1
CUST0205,38,Female,Indore,Tier 2,Email Campaign,Bed,39570,18,32447.4,12,No,,3,Yes,4
CUST0206,53,Female,Pune,Tier 1,Instagram Ad,Sofa,39715,38,24623.3,9,No,,4,Yes,1
CUST0207,33,Female,Indore,Tier 2,Google Search,Storage Unit,15531,30,10871.7,6,No,,4,Yes,7
CUST0208,38,Female,Mumbai,Tier 1,Google Search,Decor,1581,8,1454.52,15,Yes,Wrong Product,3,No,3
CUST0209,31,Male,Mumbai,Tier 1,Email Campaign,Dining Set,50262,5,47748.9,17,No,,3,No,6
CUST0210,42,Male,Delhi,Tier 1,Influencer,Decor,4670,25,3502.5,7,No,,5,Yes,7
CUST0211,34,Female,Mumbai,Tier 1,Email Campaign,Decor,9616,32,6538.88,20,No,,2,Yes,8
CUST0212,51,Female,Jaipur,Tier 2,Google Search,Sofa,26171,40,15702.6,9,No,,5,Yes,5
CUST0213,39,Female,Mumbai,Tier 1,Influencer,Sofa,33140,4,31814.4,4,No,,4,Yes,9
CUST0214,21,Female,Bengaluru,Tier 1,Influencer,Sofa,36994,31,25525.86,9,Yes,Quality Issue,4,Yes,4
CUST0215,19,Male,Indore,Tier 2,Referral,Decor,2749,27,2006.77,16,No,,3,Yes,9
CUST0216,36,Male,Surat,Tier 2,Referral,Storage Unit,25961,34,17134.26,8,No,,3,Yes,6
CUST0217,32,Female,Bengaluru,Tier 1,Google Search,Storage Unit,24391,23,18781.07,11,No,,5,Yes,6
CUST0218,20,Male,Delhi,Tier 1,Google Search,Storage Unit,27909,11,24839.01,4,No,,5,Yes,6
CUST0219,23,Female,Bengaluru,Tier 1,Referral,Bed,34584,7,32163.12,7,No,,5,Yes,4
CUST0220,30,Female,Surat,Tier 2,Influencer,Bed,30149,15,25626.65,3,Yes,Wrong Product,5,Yes,6
CUST0221,43,Female,Pune,Tier 1,Email Campaign,Sofa,46170,26,34165.8,7,No,,5,Yes,8
CUST0222,28,Female,Bengaluru,Tier 1,Influencer,Decor,1264,37,796.32,20,No,,3,Yes,5
CUST0223,50,Male,Pune,Tier 1,Referral,Bed,31087,33,20828.29,5,Yes,Wrong Product,5,Yes,4
CUST0224,39,Male,Pune,Tier 1,Email Campaign,Sofa,65096,17,54029.68,13,No,,4,Yes,8
CUST0225,23,Male,Pune,Tier 1,Influencer,Dining Set,29101,14,25026.86,5,Yes,Quality Issue,5,Yes,7
CUST0226,55,Male,Pune,Tier 1,Email Campaign,Bed,36447,22,28428.66,5,No,,4,Yes,3
CUST0227,35,Male,Bengaluru,Tier 1,Instagram Ad,Bed,43276,13,37650.12,6,Yes,Quality Issue,5,Yes,2
CUST0228,31,Female,Indore,Tier 2,Email Campaign,Dining Set,40746,22,31781.88,4,No,,5,Yes,7
CUST0229,36,Male,Surat,Tier 2,Influencer,Dining Set,56429,13,49093.23,19,No,,2,No,8
CUST0230,53,Female,Pune,Tier 1,Instagram Ad,Decor,8230,8,7571.6,21,No,,2,No,3
CUST0231,21,Female,Indore,Tier 2,Google Search,Bed,21816,24,16580.16,16,No,,2,Yes,10
CUST0232,33,Male,Mumbai,Tier 1,Instagram Ad,Decor,8789,21,6943.31,11,No,,4,Yes,7
CUST0233,50,Male,Surat,Tier 2,Email Campaign,Storage Unit,29538,10,26584.2,16,No,,3,No,4
CUST0234,29,Female,Mumbai,Tier 1,Influencer,Decor,5577,23,4294.29,3,No,,5,Yes,7
CUST0235,21,Male,Indore,Tier 2,Influencer,Bed,41649,28,29987.28,10,No,,4,Yes,8
CUST0236,51,Male,Pune,Tier 1,Instagram Ad,Storage Unit,29909,11,26619.01,15,No,,3,Yes,2
CUST0237,18,Male,Mumbai,Tier 1,Email Campaign,Bed,43369,16,36429.96,14,No,,4,Yes,2
CUST0238,30,Male,Jaipur,Tier 2,Instagram Ad,Bed,44538,39,27168.18,16,No,,3,No,2
CUST0239,26,Female,Indore,Tier 2,Email Campaign,Bed,32543,19,26359.83,3,No,,5,No,0
CUST0240,30,Female,Mumbai,Tier 1,Referral,Bed,48623,20,38898.4,21,No,,2,No,10
CUST0241,29,Male,Indore,Tier 2,Instagram Ad,Dining Set,39386,12,34659.68,16,No,,3,No,2
